,Project Name,Builder Name,Parent Builder,Status,State,County,City,Zip Code,Master Plan,Product Type,Unit Size Min,Unit Size Max,Sales Office Phone Number,Website,Typical Lot Size,Lot Dimension,Lot Width,Sales Rate,Sales Rate (Last 3 Months),Sales Rate (Last 6 Months),Sales Rate (Last 12 Months),Sold Out Date,Sales Change Date,Open Date,Total Units Planned,Total Units Sold,Total Remaining,Last Price Change Date,MinPrice,MaxPrice,Lat,Long,HOA ($/SF),HOA1,HOA2,Assessments,Assessments Description,Characteristics,County Code,Project Key,Plan Name (1),# of Beds (1),# of Baths (1),# of Floors (1),Garage (1),Square Footage (1),Price (1)
436,Terrassa Court,TRI Pointe Homes,TRI Pointe Group,ACTIVE PROJECT,CA,Riverside,Corona,92881,,Detached,1711,2208,(855) 416-3150 **,https://goo.gl/l0XKqw,4085,43'x95',43,3,0.7,0.8,1.9,,8/9/2018,1/16/2016,94,92,2,8/9/2018,555000,587000,33.831993,-117.53336,,150,,1.80%,"Total Tax Rate includes Special Assess. Fee's of: $3,300-$3,800/year (Base Tax Rate: 1.1).",Gated,6065,31728,Residence 3,3,2.5,2,2,2208,587000
437,Terrassa Court,TRI Pointe Homes,TRI Pointe Group,ACTIVE PROJECT,CA,Riverside,Corona,92881,,Detached,1711,2208,(855) 416-3150 **,https://goo.gl/l0XKqw,4085,43'x95',43,3,0.7,0.8,1.9,,8/9/2018,1/16/2016,94,92,2,8/9/2018,555000,587000,33.831993,-117.53336,,150,,1.80%,"Total Tax Rate includes Special Assess. Fee's of: $3,300-$3,800/year (Base Tax Rate: 1.1).",Gated,6065,31728,Residence 2,3,2.5,2,2,1778,555000
438,Terrassa Court,TRI Pointe Homes,TRI Pointe Group,ACTIVE PROJECT,CA,Riverside,Corona,92881,,Detached,1711,2208,(855) 416-3150 **,https://goo.gl/l0XKqw,4085,43'x95',43,3,0.7,0.8,1.9,,8/9/2018,1/16/2016,94,92,2,8/9/2018,555000,587000,33.831993,-117.53336,,150,,1.80%,"Total Tax Rate includes Special Assess. Fee's of: $3,300-$3,800/year (Base Tax Rate: 1.1).",Gated,6065,31728,Residence 1,3,2.5,2,2,1711,555000
439,Stonehaven,CalAtlantic Homes,Lennar,ACTIVE PROJECT,CA,San Bernardino,Fontana,92336,,Detached,1934,2735,(909) 689-5690,https://goo.gl/NFYlMg,4300,,,4.8,4,5.3,4.9,,8/6/2018,5/11/2017,96,72,24,8/10/2018,481890,549070,34.139252,-117.47127,,150,,1.50%,Mello Roos included in Tax rate. An additional .5%,,6071,179097,Residence One,3,2.5,2,2,1934,481890
440,Stonehaven,CalAtlantic Homes,Lennar,ACTIVE PROJECT,CA,San Bernardino,Fontana,92336,,Detached,1934,2735,(909) 689-5690,https://goo.gl/NFYlMg,4300,,,4.8,4,5.3,4.9,,8/6/2018,5/11/2017,96,72,24,8/10/2018,481890,549070,34.139252,-117.47127,,150,,1.50%,Mello Roos included in Tax rate. An additional .5%,,6071,179097,Residence Two,4,3,2,2,2288,524905
441,Stonehaven,CalAtlantic Homes,Lennar,ACTIVE PROJECT,CA,San Bernardino,Fontana,92336,,Detached,1934,2735,(909) 689-5690,https://goo.gl/NFYlMg,4300,,,4.8,4,5.3,4.9,,8/6/2018,5/11/2017,96,72,24,8/10/2018,481890,549070,34.139252,-117.47127,,150,,1.50%,Mello Roos included in Tax rate. An additional .5%,,6071,179097,Residence Three,4,3,2,2,2584,549070
442,Stonehaven,CalAtlantic Homes,Lennar,ACTIVE PROJECT,CA,San Bernardino,Fontana,92336,,Detached,1934,2735,(909) 689-5690,https://goo.gl/NFYlMg,4300,,,4.8,4,5.3,4.9,,8/6/2018,5/11/2017,96,72,24,8/10/2018,481890,549070,34.139252,-117.47127,,150,,1.50%,Mello Roos included in Tax rate. An additional .5%,,6071,179097,Residence Four,4,3,2,2,2735,536554
443,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 1,3,3.5,1,2,1809,564900
444,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 1x,3,3.5,1,3,1809,465900
445,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 1y,4,3.5,1,2,2080,
446,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 2,3,2.5,1,2,2032,559900
447,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 2x,3,2.5,1,3,2032,480900
448,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 2y,3,3.5,1,2,2279,507900
449,Yorkville,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Bermuda Dunes,92203,,Detached,1809,2571,(760) 567-7966 **,https://goo.gl/M5kYc5,9000,80'x120',80,0.9,0.3,0.8,0.5,,7/17/2018,1/9/2016,29,27,2,7/17/2018,465900,564900,33.734638,-116.28644,,150,,1.23%,No Mello Roos or Special Assess. Fee's.,Gated,6065,167382,Plan 3,3,2.5,1,2,2571,549900
450,Waverly at New Haven,Brookfield Residential,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91761,New Haven at Ontario Ranch,Detached,2158,2513,(714) 338-8175,https://goo.gl/jfUFxj,3500,,54,4.1,3.7,3.3,4.1,,8/8/2018,9/30/2015,197,143,54,8/9/2018,482780,505700,34.001923,-117.58136,,150,,1.10%,"HOA will be $120 at build out - assessments are $3,800-$4,100 annually based on sq. ft.",,6071,61085,Residence 1,4,3,2,2,2158,482780
451,Waverly at New Haven,Brookfield Residential,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91761,New Haven at Ontario Ranch,Detached,2158,2513,(714) 338-8175,https://goo.gl/jfUFxj,3500,,54,4.1,3.7,3.3,4.1,,8/8/2018,9/30/2015,197,143,54,8/9/2018,482780,505700,34.001923,-117.58136,,150,,1.10%,"HOA will be $120 at build out - assessments are $3,800-$4,100 annually based on sq. ft.",,6071,61085,Residence 2,4,3,2,2,2200,486780
452,Waverly at New Haven,Brookfield Residential,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91761,New Haven at Ontario Ranch,Detached,2158,2513,(714) 338-8175,https://goo.gl/jfUFxj,3500,,54,4.1,3.7,3.3,4.1,,8/8/2018,9/30/2015,197,143,54,8/9/2018,482780,505700,34.001923,-117.58136,,150,,1.10%,"HOA will be $120 at build out - assessments are $3,800-$4,100 annually based on sq. ft.",,6071,61085,Residence 3,4,3,2,2,2513,505700
453,Hillcrest,Frontier Communities,,ACTIVE PROJECT,CA,Riverside,Riverside,92505,,Detached,2541,3024,(951) 603-6026,https://goo.gl/qhMY9P,8000,,,1.1,,,,,7/31/2018,5/13/2018,26,3,23,7/31/2018,555990,578200,33.917629,-117.50511,,149.5,,1.18%,No mello roos,,6065,216905,Residence 1,3,2.5,2,3,2541,555990
454,Hillcrest,Frontier Communities,,ACTIVE PROJECT,CA,Riverside,Riverside,92505,,Detached,2541,3024,(951) 603-6026,https://goo.gl/qhMY9P,8000,,,1.1,,,,,7/31/2018,5/13/2018,26,3,23,7/31/2018,555990,578200,33.917629,-117.50511,,149.5,,1.18%,No mello roos,,6065,216905,Residence 2,3,2.5,2,3,2707,566400
455,Hillcrest,Frontier Communities,,ACTIVE PROJECT,CA,Riverside,Riverside,92505,,Detached,2541,3024,(951) 603-6026,https://goo.gl/qhMY9P,8000,,,1.1,,,,,7/31/2018,5/13/2018,26,3,23,7/31/2018,555990,578200,33.917629,-117.50511,,149.5,,1.18%,No mello roos,,6065,216905,Residence 3,3,2.5,2,3,3024,578200
456,Coventry at Park Place,Christopher Homes,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91762,Park Place at Ontario Ranch,Detached,1828,2299,(909) 773-0089 **,https://goo.gl/TUUUXQ,2350,,,7,4.7,,,,7/20/2018,4/21/2018,102,21,81,7/25/2018,432760,483900,33.983868,-117.5869,,149,,2.00%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.1),,6071,221016,Residence One,3,2.5,2,2,1828,432760
457,Coventry at Park Place,Christopher Homes,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91762,Park Place at Ontario Ranch,Detached,1828,2299,(909) 773-0089 **,https://goo.gl/TUUUXQ,2350,,,7,4.7,,,,7/20/2018,4/21/2018,102,21,81,7/25/2018,432760,483900,33.983868,-117.5869,,149,,2.00%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.1),,6071,221016,Residence Two,3,2.5,2,1,2044,462540
458,Coventry at Park Place,Christopher Homes,,ACTIVE PROJECT,CA,San Bernardino,Ontario,91762,Park Place at Ontario Ranch,Detached,1828,2299,(909) 773-0089 **,https://goo.gl/TUUUXQ,2350,,,7,4.7,,,,7/20/2018,4/21/2018,102,21,81,7/25/2018,432760,483900,33.983868,-117.5869,,149,,2.00%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.1),,6071,221016,Residence Three,4,3,2,2,2299,483900
459,Citrus Heights/Floral Ridge,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2391,4830,(888) 213-1794,https://goo.gl/2VTgLc,,,,5,4.3,,,,6/21/2018,3/28/2018,125,14,111,7/30/2018,554790,752990,33.877365,-117.43446,,149,,1.90%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.06),,6065,216677,Res. 1-2391 Next Gen,4,3,1,2,2391,554790
460,Citrus Heights/Floral Ridge,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2391,4830,(888) 213-1794,https://goo.gl/2VTgLc,,,,5,4.3,,,,6/21/2018,3/28/2018,125,14,111,7/30/2018,554790,752990,33.877365,-117.43446,,149,,1.90%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.06),,6065,216677,Res. 2,3,2.5,1,3,2832,601790
461,Citrus Heights/Floral Ridge,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2391,4830,(888) 213-1794,https://goo.gl/2VTgLc,,,,5,4.3,,,,6/21/2018,3/28/2018,125,14,111,7/30/2018,554790,752990,33.877365,-117.43446,,149,,1.90%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.06),,6065,216677,Res. 3,5,4.5,2,2,3615,643490
462,Citrus Heights/Floral Ridge,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2391,4830,(888) 213-1794,https://goo.gl/2VTgLc,,,,5,4.3,,,,6/21/2018,3/28/2018,125,14,111,7/30/2018,554790,752990,33.877365,-117.43446,,149,,1.90%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.06),,6065,216677,Res. 4-4644 Next Gen,5,4.5,2,3,4644,743000
463,Citrus Heights/Floral Ridge,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2391,4830,(888) 213-1794,https://goo.gl/2VTgLc,,,,5,4.3,,,,6/21/2018,3/28/2018,125,14,111,7/30/2018,554790,752990,33.877365,-117.43446,,149,,1.90%,Total Tax Rate does include Mello Roos & Spec. Assess. Fee's (Base Tax Rate: 1.06),,6065,216677,Res. 5,5,4.5,2,2,4830,752990
464,Citrus Heights/Orchard,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2413,4125,(951) 234-8900 ***,https://goo.gl/rDFtk9,9394,77'x122',77,3.3,2.7,3,3.1,,6/21/2018,4/2/2016,112,90,22,8/10/2018,552490,713590,33.877487,-117.4345,,149,,1.90%,Total Tax Rate includes Spec. Assess. Fee's.,,6065,60086,Residence One,3,2.5,1,3,2413,552490
465,Citrus Heights/Orchard,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2413,4125,(951) 234-8900 ***,https://goo.gl/rDFtk9,9394,77'x122',77,3.3,2.7,3,3.1,,6/21/2018,4/2/2016,112,90,22,8/10/2018,552490,713590,33.877487,-117.4345,,149,,1.90%,Total Tax Rate includes Spec. Assess. Fee's.,,6065,60086,Residence Two,4,3.5,1,3,2820,587490
466,Citrus Heights/Orchard,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2413,4125,(951) 234-8900 ***,https://goo.gl/rDFtk9,9394,77'x122',77,3.3,2.7,3,3.1,,6/21/2018,4/2/2016,112,90,22,8/10/2018,552490,713590,33.877487,-117.4345,,149,,1.90%,Total Tax Rate includes Spec. Assess. Fee's.,,6065,60086,Residence Three,5,3,2,2,3823,621890
467,Citrus Heights/Orchard,Lennar,,ACTIVE PROJECT,CA,Riverside,Riverside,92503,,Detached,2413,4125,(951) 234-8900 ***,https://goo.gl/rDFtk9,9394,77'x122',77,3.3,2.7,3,3.1,,6/21/2018,4/2/2016,112,90,22,8/10/2018,552490,713590,33.877487,-117.4345,,149,,1.90%,Total Tax Rate includes Spec. Assess. Fee's.,,6065,60086,4125 Next Gen by Lennar,6,4.5,2,3,4125,713590
468,Greenbrier Lane,Capital Pacific Homes,,ACTIVE PROJECT,CA,San Bernardino,Grand Terrace,92313,,Detached,1866,2027,(844) 548-3274,https://goo.gl/ZhuoFe,3100,,,2,1.7,1.8,1.8,,7/20/2018,2/25/2017,35,34,1,7/20/2018,411900,429900,34.038986,-117.31375,,149,,1.30%,No Mello-Roos,,6071,204617,Plan 1,3,2.5,2,2,1866,411900
469,Greenbrier Lane,Capital Pacific Homes,,ACTIVE PROJECT,CA,San Bernardino,Grand Terrace,92313,,Detached,1866,2027,(844) 548-3274,https://goo.gl/ZhuoFe,3100,,,2,1.7,1.8,1.8,,7/20/2018,2/25/2017,35,34,1,7/20/2018,411900,429900,34.038986,-117.31375,,149,,1.30%,No Mello-Roos,,6071,204617,Plan 2,4,3,2,2,1894,424900
470,Greenbrier Lane,Capital Pacific Homes,,ACTIVE PROJECT,CA,San Bernardino,Grand Terrace,92313,,Detached,1866,2027,(844) 548-3274,https://goo.gl/ZhuoFe,3100,,,2,1.7,1.8,1.8,,7/20/2018,2/25/2017,35,34,1,7/20/2018,411900,429900,34.038986,-117.31375,,149,,1.30%,No Mello-Roos,,6071,204617,Plan 2X,5,3,2,2,2027,429900
471,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2159 Modeled,3,2,1,2,2159,398990
472,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2347,3,2,1,2,2347,406990
473,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2696,4,2.5,1,2,2696,431990
474,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2977 Modeled,4,2.5,1,2,2977,461990
475,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2456,3,2.5,2,2,2456,424990
476,Daybreak,KB Home,,ACTIVE PROJECT,CA,Riverside,Moreno Valley,92557,,Detached,2159,2977,(951) 319-3391,https://goo.gl/WjDrAh,10000,,,3.2,3.3,2.8,,,7/30/2018,12/18/2017,114,24,90,8/9/2018,398990,461990,33.968784,-117.22749,,144.5,,1.85%,mello roos assessment included in Tax rate,,6065,206195,Residence 2854 Modeled,5,3,2,2,2854,440990
477,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Core Plan 1,3,2,1,2,1871,428900
478,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Core Plan 2,3,2,1,2,2022,449900
479,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Core Plan 3,3,3.5,2,2,2301,486900
480,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Millennia Plan 1,2,2,1,2,1654,397900
481,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Millennia Plan 2,3,2.5,2,2,1816,429900
482,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Millennia Plan 3,3,3,2,2,1963,439900
483,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Tesla Plan 1,3,2.5,1,2,2274,491900
484,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Tesla Plan 2,3,3.5,1,2,2462,516900
485,Genesis at Millennium Palm Desert,GHA Companies,,ACTIVE PROJECT,CA,Riverside,Palm Desert,92211,,Detached,1654,2580,(760) 527-2970,https://goo.gl/ChWMFa,6500,,,2.4,1.7,3.3,2.4,,7/9/2018,4/23/2016,166,63,103,7/9/2018,397900,534900,33.787491,-116.37067,,144,,1.25%,,,6065,162945,Tesla Plan 3,3,2.5,1,2,2580,534900
486,Brighton at the Promontory,Cornerstone Communities,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,The Promontory,Detached,2200,2732,(951) 691-1558,https://goo.gl/xsGivn,5000,,,,,,,,7/20/2018,7/7/2018,110,0,110,7/20/2018,441990,475990,33.563648,-117.12126,,143,,1.70%,Mello Roos is included in tax rate,,6065,61206,Residence 1,4,3,2,2,2200,441990
487,Brighton at the Promontory,Cornerstone Communities,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,The Promontory,Detached,2200,2732,(951) 691-1558,https://goo.gl/xsGivn,5000,,,,,,,,7/20/2018,7/7/2018,110,0,110,7/20/2018,441990,475990,33.563648,-117.12126,,143,,1.70%,Mello Roos is included in tax rate,,6065,61206,Residence 2,4,3.5,2,2,2427,463990
488,Brighton at the Promontory,Cornerstone Communities,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,The Promontory,Detached,2200,2732,(951) 691-1558,https://goo.gl/xsGivn,5000,,,,,,,,7/20/2018,7/7/2018,110,0,110,7/20/2018,441990,475990,33.563648,-117.12126,,143,,1.70%,Mello Roos is included in tax rate,,6065,61206,Residence 3,5,4.5,2,2,2732,475990
489,Estate Collection at Woodcrest,Diversified Pacific Development,,ACTIVE PROJECT,CA,Riverside,Riverside,92504,,Detached,3284,4282,(951) 309-8420,https://goo.gl/O7Baks,42150,150'x281',150,0.8,0.3,0.3,0.7,,7/20/2018,4/20/2015,39,30,9,7/20/2018,671900,1079900,33.876183,-117.36865,,141,,1.01%,,,6065,20401,Pimlico,4,3,1,3,3284,671900
490,Estate Collection at Woodcrest,Diversified Pacific Development,,ACTIVE PROJECT,CA,Riverside,Riverside,92504,,Detached,3284,4282,(951) 309-8420,https://goo.gl/O7Baks,42150,150'x281',150,0.8,0.3,0.3,0.7,,7/20/2018,4/20/2015,39,30,9,7/20/2018,671900,1079900,33.876183,-117.36865,,141,,1.01%,,,6065,20401,Saratoga,5,3.5,2,3,3831,757427
491,Estate Collection at Woodcrest,Diversified Pacific Development,,ACTIVE PROJECT,CA,Riverside,Riverside,92504,,Detached,3284,4282,(951) 309-8420,https://goo.gl/O7Baks,42150,150'x281',150,0.8,0.3,0.3,0.7,,7/20/2018,4/20/2015,39,30,9,7/20/2018,671900,1079900,33.876183,-117.36865,,141,,1.01%,,,6065,20401,Del Mar,5,3.5,2,4,4282,1079900
492,Laurel,Woodside Homes,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,Spencer's Crossing,Detached,2410,3199,(951) 376-3831,https://goo.gl/Ir9YUO,7200,65'x91',65,3.6,3.7,5.5,4.1,,8/6/2018,7/30/2016,92,88,4,6/6/2018,412990,468990,33.61002,-117.12443,,140,,2.20%,Mello Roos included in TTR. Base tax rate=1.15%,,6065,166856,Residence Five,3,3.5,2,3,2755,426990
493,Laurel,Woodside Homes,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,Spencer's Crossing,Detached,2410,3199,(951) 376-3831,https://goo.gl/Ir9YUO,7200,65'x91',65,3.6,3.7,5.5,4.1,,8/6/2018,7/30/2016,92,88,4,6/6/2018,412990,468990,33.61002,-117.12443,,140,,2.20%,Mello Roos included in TTR. Base tax rate=1.15%,,6065,166856,Residence One,3,2.5,1,2,2410,412990
494,Laurel,Woodside Homes,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,Spencer's Crossing,Detached,2410,3199,(951) 376-3831,https://goo.gl/Ir9YUO,7200,65'x91',65,3.6,3.7,5.5,4.1,,8/6/2018,7/30/2016,92,88,4,6/6/2018,412990,468990,33.61002,-117.12443,,140,,2.20%,Mello Roos included in TTR. Base tax rate=1.15%,,6065,166856,Residence Two,3,3.5,1,3,2500,425990
495,Laurel,Woodside Homes,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,Spencer's Crossing,Detached,2410,3199,(951) 376-3831,https://goo.gl/Ir9YUO,7200,65'x91',65,3.6,3.7,5.5,4.1,,8/6/2018,7/30/2016,92,88,4,6/6/2018,412990,468990,33.61002,-117.12443,,140,,2.20%,Mello Roos included in TTR. Base tax rate=1.15%,,6065,166856,Residence Three,4,3.5,2,3,2963,458990
496,Laurel,Woodside Homes,,ACTIVE PROJECT,CA,Riverside,Murrieta,92563,Spencer's Crossing,Detached,2410,3199,(951) 376-3831,https://goo.gl/Ir9YUO,7200,65'x91',65,3.6,3.7,5.5,4.1,,8/6/2018,7/30/2016,92,88,4,6/6/2018,412990,468990,33.61002,-117.12443,,140,,2.20%,Mello Roos included in TTR. Base tax rate=1.15%,,6065,166856,Residence Four,4,3.5,2,3,3199,468990
497,Bristol/The Manors,Trumark Homes,,ACTIVE PROJECT,CA,San Bernardino,Chino Hills,91709,Bristol Chino Hills,Detached,2672,2945,(909) 536-1665 *,https://goo.gl/zijYjr,5000,,,2.1,3,2.5,2.2,,7/12/2018,2/9/2017,39,36,3,7/29/2018,857210,1051000,33.965626,-117.69409,,140,,1.10%,Total Tax Rate includes Special Assess. Fee's (Base Tax Rate: 1.05),,6071,178835,Manors Residence 1,4,3.5,2,2,2672,857210
498,Bristol/The Manors,Trumark Homes,,ACTIVE PROJECT,CA,San Bernardino,Chino Hills,91709,Bristol Chino Hills,Detached,2672,2945,(909) 536-1665 *,https://goo.gl/zijYjr,5000,,,2.1,3,2.5,2.2,,7/12/2018,2/9/2017,39,36,3,7/29/2018,857210,1051000,33.965626,-117.69409,,140,,1.10%,Total Tax Rate includes Special Assess. Fee's (Base Tax Rate: 1.05),,6071,178835,Manors Residence 2,5,3.5,2,2,2945,1051000
